match_id,player_id,kills,deaths,assists,cs_per_min,gold_per_min,vision_score,xp_per_min,rank
M01142,P7589,4,2,2,2.2,293,20,312,Bronze
M01142,P1321,3,1,2,7.85,345,31,283,Platinum
M01142,P3445,1,1,1,5.77,344,37,327,Gold
M01143,P9028,2,0,3,8.36,360,25,403,Bronze
M01143,P5249,1,1,1,1.86,454,11,290,Platinum
M01143,P4930,0,1,0,5.35,421,26,289,Grandmaster
M01143,P9417,2,2,1,5.31,361,18,304,Platinum
M01143,P8661,1,0,0,7.02,332,3,327,Gold
M01143,P5714,1,2,4,0.55,400,19,280,Silver
M01143,P8282,2,0,4,5.91,365,18,280,Silver
M01143,P4254,1,3,2,5.28,258,41,332,Bronze
M01143,P9005,3,3,2,6.09,414,3,314,Silver
M01143,P8094,2,2,1,6.95,353,30,264,Gold
M01144,P7459,1,1,3,4.42,442,17,202,Silver
M01144,P4197,1,1,5,2.3,297,15,293,Gold
M01144,P7388,2,2,2,2.33,476,28,315,Platinum
M01144,P6561,2,1,4,8.63,328,19,349,Grandmaster
M01144,P6059,1,0,5,9.31,462,28,271,Silver
M01144,P6083,1,1,1,3.43,315,10,309,Silver
M01144,P1340,1,0,3,8.43,436,28,280,Gold
M01144,P7946,0,0,1,3.5,328,13,262,Diamond
M01144,P8712,1,2,0,1.23,237,12,270,Bronze
M01144,P8856,1,2,6,6.4,265,25,336,Silver
M01145,P1433,5,2,0,8.91,311,20,229,Silver
M01145,P9096,1,1,3,4.59,340,20,322,Challenger
M01145,P5148,0,2,4,2.22,471,15,306,Gold
M01145,P2115,2,2,5,8.15,347,14,247,Silver
M01145,P3673,1,1,3,3.16,333,14,235,Iron
M01145,P3362,3,2,1,0.37,245,28,321,Gold
M01145,P6243,3,0,1,9.17,353,33,339,Iron
M01145,P4843,1,1,3,4.4,396,23,305,Diamond
M01145,P8211,1,0,2,6.15,340,31,320,Silver
M01145,P8202,1,0,3,7.97,378,33,266,Silver
M01146,P5715,2,0,2,5.32,434,22,335,Gold
M01146,P6259,0,0,0,4.88,413,25,325,Platinum
M01146,P7872,1,0,3,6.9,308,25,281,Platinum
M01146,P6306,1,0,1,10.59,347,0,295,Silver
M01146,P2572,0,1,1,5.84,312,0,249,Silver
M01146,P9466,4,2,2,7.76,320,18,238,Diamond
M01146,P8797,1,0,0,4.34,413,12,378,Silver
M01146,P5017,3,1,0,3.16,289,26,293,Silver
M01146,P9664,1,0,1,5.15,283,18,270,Platinum
M01146,P2381,1,0,1,4.08,351,13,281,Platinum
M01147,P3338,0,2,0,8.13,328,26,263,Platinum
M01147,P3553,2,0,3,5.68,376,33,269,Platinum
M01147,P9928,0,1,0,7.24,369,11,293,Silver
M01147,P7281,1,1,1,6.13,371,20,345,Gold
M01147,P9184,3,0,0,7.05,436,14,263,Gold
M01147,P6761,3,0,3,7.21,343,25,357,Silver
M01147,P8843,1,2,2,4.69,423,24,370,Master
M01147,P2586,1,1,3,5.83,402,5,280,Bronze
M01147,P3557,0,0,3,4.94,408,24,270,Diamond
M01147,P4901,2,2,1,6.1,324,33,421,Diamond
M01148,P7406,2,1,4,5.56,304,17,314,Silver
M01148,P8667,2,1,0,7.4,326,10,321,Diamond
M01148,P7355,2,0,1,4.58,352,34,296,Silver
M01148,P2185,0,0,2,4.97,355,24,336,Gold
M01148,P8228,1,1,2,5.61,287,13,282,Platinum
M01148,P3429,1,1,4,6.99,430,28,220,Gold
M01148,P6943,1,1,3,8.1,453,14,289,Gold
M01148,P9338,2,1,2,6.63,379,9,253,Gold
M01148,P6909,3,1,1,8.02,351,28,363,Master
M01148,P3104,3,0,1,1.38,464,23,299,Gold
M01149,P9804,0,1,4,4.33,487,29,292,Challenger
M01149,P3160,1,3,1,3.3,335,24,292,Grandmaster
M01149,P5612,1,1,3,7.34,339,34,328,Silver
M01149,P2272,1,0,2,5.68,325,23,248,Iron
M01149,P2245,4,1,0,8.75,473,34,355,Diamond
M01149,P4244,1,2,5,4.64,310,3,313,Gold
M01149,P5103,1,2,2,7.38,325,42,367,Challenger
M01149,P6667,0,3,3,8.11,392,34,287,Gold
M01149,P3329,2,0,1,7.87,322,21,349,Gold
M01149,P2402,1,1,3,5.39,300,29,374,Bronze
M01150,P5090,0,1,1,3.56,320,24,312,Silver
M01150,P7517,1,1,2,6.19,434,5,231,Bronze
M01150,P5635,1,1,2,9.06,391,19,343,Bronze
M01150,P5102,0,1,3,8.11,354,8,280,Bronze
M01150,P2502,1,2,4,4.66,367,19,267,Platinum
M01150,P7439,1,0,4,6.7,401,16,306,Gold
M01150,P3434,0,2,0,5.55,333,30,331,Grandmaster
M01150,P8841,0,2,2,6.96,414,7,285,Iron
M01150,P8649,1,2,2,3.26,330,11,229,Silver
M01150,P9154,0,1,1,3.99,387,3,301,Gold
M01151,P1756,1,1,1,6.53,321,7,280,Diamond
M01151,P2405,0,0,3,3.65,288,11,343,Gold
M01151,P3622,4,0,1,2.24,410,13,235,Gold
M01151,P2056,0,2,5,6.51,470,16,371,Master
M01151,P8196,2,0,1,5.94,362,43,370,Gold
M01151,P2030,0,0,1,3.67,308,20,255,Platinum
M01151,P7547,0,1,4,5.99,359,1,308,Grandmaster
M01151,P4186,1,2,3,8.07,404,17,309,Platinum
M01151,P5759,0,1,0,1.22,390,12,322,Silver
M01151,P1018,2,0,1,6.25,391,6,300,Gold
M01152,P4087,1,2,1,6.61,398,10,283,Silver
M01152,P8601,1,0,1,11.41,290,4,287,Platinum
M01152,P9002,0,2,2,3.61,368,27,230,Platinum
M01152,P8281,2,2,1,6.8,331,23,291,Platinum
M01152,P2124,1,1,3,6.52,307,21,246,Platinum
M01152,P7131,1,1,0,5.17,311,0,281,Silver
M01152,P9622,2,0,0,4.1,360,11,345,Platinum
M01152,P9655,0,3,2,5.18,339,35,306,Master
M01152,P9355,2,2,5,4.38,241,19,304,Gold
M01152,P7782,3,1,2,9.07,396,23,324,Gold
M01153,P3546,0,1,0,5.67,337,1,314,Silver
M01153,P6880,2,0,2,8.57,422,24,267,Master
M01153,P7094,1,2,1,8.37,411,26,310,Silver
M01153,P8770,3,1,1,1.2,297,5,338,Gold
M01153,P4520,0,0,2,4.21,269,19,294,Diamond
M01153,P5101,1,1,1,6.39,353,0,358,Iron
M01153,P7738,0,0,2,8.89,428,11,275,Gold
M01153,P5475,1,2,3,5.54,329,22,293,Gold
M01153,P5036,5,1,2,6.19,348,21,257,Diamond
M01153,P7672,2,1,0,5.8,321,7,325,Grandmaster
M01154,P8892,0,1,3,4.71,322,14,296,Gold
M01154,P2087,4,1,2,6.29,367,12,322,Iron
M01154,P7512,1,1,2,7.77,352,33,286,Grandmaster
M01154,P2846,0,1,3,8.7,316,12,317,Iron
M01154,P2138,1,0,2,5.98,368,26,319,Diamond
M01154,P6183,0,0,0,7.63,382,26,306,Platinum
M01154,P3578,1,3,3,5.96,370,21,351,Silver
M01154,P4951,1,0,3,6.86,224,25,357,Silver
M01154,P4518,2,0,1,5.31,330,18,311,Silver
M01154,P2829,0,2,0,4.24,366,15,231,Gold
M01155,P6100,1,2,0,4.26,345,28,250,Bronze
M01155,P6306,0,2,0,7.37,364,33,273,Silver
M01155,P2092,1,1,0,6.47,349,22,317,Silver
M01155,P4796,0,1,3,2.25,338,21,254,Platinum
M01155,P4019,0,0,1,4.83,317,18,200,Silver
M01155,P8349,0,3,4,8.54,347,10,231,Bronze
M01155,P6798,2,1,1,6.3,408,36,258,Gold
M01155,P5770,3,1,2,6.53,298,20,325,Iron
M01155,P5874,3,0,3,2.91,337,26,333,Bronze
M01155,P1977,1,1,2,5.26,300,4,400,Silver
M01156,P2610,2,1,2,5.82,309,24,299,Challenger
M01156,P1256,1,1,4,5.0,328,50,329,Platinum
M01156,P8253,2,0,2,1.06,347,33,311,Iron
M01156,P7240,0,0,1,3.49,296,1,348,Diamond
M01156,P6909,3,1,1,3.75,357,11,340,Bronze
M01156,P9007,0,1,2,7.51,397,32,245,Iron
M01156,P4675,1,3,1,8.01,400,17,247,Gold
M01156,P2085,1,0,3,7.36,370,26,358,Bronze
M01156,P9705,1,0,2,8.77,321,29,366,Silver
M01156,P7646,1,1,4,6.16,310,22,267,Gold
M01157,P8573,1,1,1,5.77,447,7,302,Silver
M01157,P5420,0,0,2,5.64,433,23,275,Diamond
M01157,P4550,1,0,3,3.63,468,21,259,Diamond
M01157,P7697,0,2,2,4.08,344,26,280,Diamond
M01157,P4676,0,2,2,4.54,271,10,314,Gold
M01157,P3123,0,2,3,5.07,306,10,316,Gold
M01157,P8958,5,0,3,6.11,370,23,250,Gold
M01157,P2598,2,3,4,2.95,297,34,258,Diamond
M01157,P8594,3,1,2,7.9,311,46,216,Iron
M01157,P4408,0,4,2,4.64,347,11,316,Platinum
M01158,P7063,2,0,0,7.79,394,24,337,Gold
M01158,P4281,2,1,2,0.37,292,21,259,Bronze
M01158,P4545,1,0,5,7.55,445,22,272,Silver
M01158,P3547,1,0,2,4.3,321,20,321,Platinum
M01158,P8927,1,0,2,6.66,464,8,388,Bronze
M01158,P5234,2,2,1,4.37,396,14,297,Silver
M01158,P3418,4,0,2,6.84,357,12,363,Gold
M01158,P1560,1,1,1,4.78,320,26,323,Diamond
M01158,P7710,1,3,3,3.99,303,38,287,Diamond
M01158,P8473,0,3,4,9.19,302,28,337,Iron
M01159,P9365,1,1,5,4.05,343,28,254,Silver
M01159,P4579,0,2,3,7.77,293,16,445,Gold
M01159,P7739,1,1,1,5.5,337,23,419,Gold
M01159,P8163,0,1,3,4.03,356,26,268,Iron
M01159,P3882,1,0,1,2.38,411,38,294,Silver
M01159,P1800,0,0,3,5.7,333,6,322,Silver
M01159,P7075,0,2,3,8.38,398,16,314,Gold
M01159,P2212,3,2,3,7.11,300,21,337,Grandmaster
M01159,P9027,3,1,2,6.07,308,19,320,Gold
M01159,P9012,1,1,0,9.0,385,30,276,Silver
M01160,P5809,3,2,1,7.97,365,27,245,Gold
M01160,P9937,1,1,2,4.04,313,19,286,Platinum
M01160,P1104,1,0,1,6.88,337,12,315,Platinum
M01160,P8228,1,0,2,2.88,364,40,259,Diamond
M01160,P4442,1,0,0,8.17,264,31,346,Gold
M01160,P8543,1,1,1,4.22,277,25,244,Gold
M01160,P5420,0,4,0,3.06,391,20,360,Diamond
M01160,P4773,1,3,5,3.58,284,15,328,Platinum
M01160,P7128,1,1,3,5.12,359,19,376,Bronze
M01160,P9118,0,2,1,6.36,362,24,292,Bronze
M01161,P2220,0,2,7,4.53,325,21,339,Bronze
M01161,P9763,1,0,2,3.4,383,11,289,Platinum
M01161,P7767,0,1,3,8.9,338,16,290,Silver
M01161,P8644,1,1,0,5.14,384,14,272,Silver
M01161,P3875,2,1,5,4.32,331,21,329,Silver
M01161,P9887,1,4,0,6.91,362,47,334,Gold
M01161,P9413,2,0,2,5.46,347,33,329,Gold
M01161,P1258,1,0,2,4.1,398,16,284,Gold
M01161,P7059,0,2,2,6.31,344,20,241,Gold
M01161,P7574,1,1,1,5.33,394,14,313,Bronze
M01162,P7004,1,2,1,7.64,390,25,365,Platinum
M01162,P6174,0,1,3,7.66,425,12,283,Gold
M01162,P8843,0,1,2,11.99,232,22,231,Silver
M01162,P3525,0,3,2,4.35,402,14,336,Gold
M01162,P6600,0,1,0,6.96,407,10,263,Master
M01162,P4408,0,1,2,3.33,323,27,365,Gold
M01162,P5127,2,1,0,6.03,388,12,332,Bronze
M01162,P7764,2,1,3,2.5,299,19,282,Diamond
M01162,P2009,1,2,3,6.16,333,32,265,Diamond
M01162,P8056,1,3,1,7.53,314,15,200,Silver
M01163,P5828,1,1,2,5.45,336,10,282,Master
M01163,P4192,4,1,3,6.71,272,39,321,Silver
M01163,P8638,1,2,1,10.31,409,16,330,Gold
M01163,P1440,2,0,7,1.76,359,21,234,Silver
M01163,P8870,0,1,2,9.65,354,11,293,Bronze
M01163,P8171,2,0,2,3.05,343,3,313,Platinum
M01163,P9118,0,1,0,7.2,403,15,334,Platinum
M01163,P6137,0,2,2,7.2,394,28,326,Gold
M01163,P7620,0,1,2,1.02,349,41,305,Gold
M01163,P1988,1,1,4,6.81,380,30,329,Gold
M01164,P4409,1,2,2,6.73,399,22,315,Gold
M01164,P6165,2,1,3,2.14,353,22,246,Gold
M01164,P1395,1,1,0,5.04,402,3,312,Silver
M01164,P9536,3,1,4,2.47,403,33,291,Silver
M01164,P3479,1,1,0,7.63,333,21,301,Bronze
M01164,P5036,0,0,0,7.1,252,15,321,Silver
M01164,P2336,1,0,1,6.91,390,26,316,Diamond
M01164,P6168,1,2,1,5.13,296,38,223,Gold
M01164,P3208,0,0,1,6.06,313,17,292,Gold
M01164,P9924,1,2,0,5.13,308,37,285,Master
M01165,P4617,2,1,3,4.45,360,22,356,Iron
M01165,P7461,4,1,2,7.34,309,10,305,Platinum
M01165,P6920,1,1,2,5.09,395,14,338,Diamond
M01165,P9078,0,1,1,7.43,380,17,204,Platinum
M01165,P2915,1,0,0,3.35,381,26,327,Bronze
M01165,P5596,3,1,3,6.97,318,26,361,Gold
M01165,P2430,2,0,3,7.14,365,25,304,Platinum
M01165,P2544,1,1,2,4.76,338,9,316,Master
M01165,P3383,1,1,5,10.97,312,23,282,Platinum
M01165,P9113,0,2,2,4.46,420,20,264,Gold
M01166,P7943,0,0,2,5.34,370,24,365,Platinum
M01166,P7333,1,1,1,4.96,350,17,249,Diamond
M01166,P5804,0,3,2,9.55,347,0,326,Gold
M01166,P8616,1,1,3,7.56,298,9,309,Gold
M01166,P1833,0,0,1,6.56,344,15,281,Gold
M01166,P6662,0,0,2,6.26,375,28,330,Silver
M01166,P3090,3,2,2,7.19,272,33,337,Platinum
M01166,P7042,1,2,1,4.03,393,0,307,Platinum
M01166,P3723,0,2,4,5.21,364,25,341,Gold
M01166,P7038,2,1,3,7.1,411,24,273,Gold
M01167,P3807,1,3,5,5.01,370,18,329,Grandmaster
M01167,P2169,3,0,2,4.02,427,9,311,Diamond
M01167,P9563,3,2,2,3.03,269,6,278,Gold
M01167,P5834,1,0,1,9.12,355,11,292,Iron
M01167,P7293,1,2,1,7.7,296,25,305,Platinum
M01167,P6813,2,0,2,10.27,358,26,277,Platinum
M01167,P4437,0,2,1,6.84,295,14,311,Silver
M01167,P4190,4,2,1,7.76,363,36,338,Gold
M01167,P3392,2,0,1,6.08,328,5,383,Gold
M01167,P7129,2,2,2,8.16,229,18,284,Bronze
M01168,P5406,1,0,2,11.54,391,5,341,Gold
M01168,P4546,2,1,3,4.82,340,20,345,Platinum
M01168,P9596,1,0,2,8.34,248,19,304,Diamond
M01168,P1179,3,0,2,5.02,268,9,245,Silver
M01168,P6782,1,1,1,4.26,378,8,247,Silver
M01168,P7374,1,1,3,3.41,330,16,285,Bronze
M01168,P3423,0,1,2,6.55,382,28,273,Silver
M01168,P6704,5,0,1,4.32,424,10,327,Silver
M01168,P3892,2,0,6,5.44,332,24,265,Diamond
M01168,P1038,1,2,1,6.23,296,20,319,Silver
M01169,P4452,2,3,3,6.88,301,2,297,Grandmaster
M01169,P8140,0,1,2,5.57,346,25,270,Bronze
M01169,P3520,1,0,2,3.67,267,21,315,Platinum
M01169,P2883,0,1,6,4.43,348,7,284,Platinum
M01169,P4882,2,0,1,5.48,372,34,343,Silver
M01169,P9929,2,1,0,6.14,289,14,305,Diamond
M01169,P6672,1,1,1,7.83,378,14,328,Silver
M01169,P6297,1,0,0,6.09,390,15,281,Silver
M01169,P4269,0,1,1,2.19,315,11,264,Platinum
M01169,P9792,1,1,1,8.81,376,11,274,Silver
M01170,P8378,0,1,0,8.19,343,33,283,Diamond
M01170,P9017,0,0,1,4.87,395,14,292,Gold
M01170,P6960,1,0,2,9.0,359,38,346,Gold
M01170,P9716,2,1,3,3.52,353,13,358,Gold
M01170,P8163,2,1,2,5.81,306,25,377,Silver
M01170,P7350,0,1,2,4.98,315,11,335,Iron
M01170,P4216,0,1,2,4.92,332,2,298,Gold
M01170,P1058,2,1,0,5.53,370,16,343,Gold
M01170,P8834,2,3,2,9.76,308,17,266,Iron
M01170,P8006,0,0,3,5.66,287,8,349,Silver
M01171,P3510,2,1,2,4.32,369,29,330,Silver
M01171,P7430,2,0,4,4.92,330,28,265,Gold
M01171,P6385,1,1,0,7.31,423,24,285,Silver
M01171,P4150,1,2,2,5.77,318,8,308,Diamond
M01171,P3940,0,0,1,3.87,319,17,276,Master
M01171,P2918,1,1,0,2.6,424,24,347,Diamond
M01171,P2954,2,2,3,5.79,438,31,300,Silver
M01171,P7520,3,1,1,8.27,346,18,334,Silver
M01171,P6954,1,1,2,7.28,318,32,305,Diamond
M01171,P5894,1,0,4,7.64,305,20,271,Gold
M01172,P8918,1,4,1,6.44,330,13,229,Diamond
M01172,P3844,2,0,2,1.69,338,18,231,Silver
M01172,P3055,4,2,1,5.0,329,26,318,Platinum
M01172,P8407,1,1,2,8.06,347,13,292,Platinum
M01172,P1401,1,0,1,5.56,341,6,338,Bronze
M01172,P1002,0,0,0,9.15,308,34,225,Silver
M01172,P5537,0,1,2,3.46,342,6,342,Master
M01172,P1757,0,2,2,6.25,358,26,324,Iron
M01172,P4662,1,1,3,10.17,331,20,309,Diamond
M01172,P3450,0,2,1,6.38,364,9,308,Gold
M01173,P2957,2,1,5,5.35,384,24,367,Platinum
M01173,P1850,1,1,2,8.92,262,30,239,Diamond
M01173,P5572,0,0,0,9.6,377,10,313,Silver
M01173,P9691,1,2,2,2.52,293,14,345,Platinum
M01173,P2792,2,1,4,5.74,337,0,348,Bronze
M01173,P3522,1,1,3,5.84,303,24,269,Platinum
M01173,P6293,0,2,3,4.62,420,13,272,Gold
M01173,P8925,4,2,1,6.82,343,17,284,Silver
M01173,P3857,1,1,3,9.42,310,18,300,Challenger
M01173,P7370,0,1,3,10.46,316,26,277,Diamond
M01174,P3071,2,0,1,6.46,315,31,260,Platinum
M01174,P1808,1,2,3,1.53,310,29,297,Gold
M01174,P8020,2,1,1,7.93,299,23,283,Diamond
M01174,P9614,1,2,3,5.28,402,9,291,Gold
M01174,P5971,4,2,2,6.14,392,21,362,Gold
M01174,P2427,0,1,3,8.8,269,10,303,Platinum
M01174,P4194,0,1,4,3.66,400,16,296,Platinum
M01174,P9286,1,1,3,5.0,325,27,332,Gold
M01174,P5554,0,1,2,2.66,395,25,308,Master
M01174,P8759,0,1,2,5.78,293,22,300,Iron
M01175,P9667,1,0,4,6.15,359,14,296,Gold
M01175,P6406,0,1,2,7.36,272,33,239,Silver
M01175,P8177,2,0,2,6.04,420,12,294,Grandmaster
M01175,P2711,1,1,1,6.44,351,1,334,Silver
M01175,P6813,2,2,4,4.84,268,5,257,Silver
M01175,P9304,0,2,0,5.04,359,8,302,Diamond
M01175,P4710,0,0,4,5.3,348,8,342,Gold
M01175,P1918,2,2,2,7.52,392,16,302,Silver
M01175,P8834,0,0,2,11.39,369,24,294,Diamond
M01175,P4655,0,1,2,5.27,284,21,266,Silver
M01176,P8099,2,1,3,5.76,305,0,314,Silver
M01176,P8470,1,0,1,10.92,453,13,278,Gold
M01176,P2470,1,1,1,7.31,322,13,306,Silver
M01176,P6595,1,0,4,3.0,378,6,299,Bronze
M01176,P7046,1,0,1,5.65,355,7,324,Gold
M01176,P8715,0,0,2,4.77,328,19,256,Gold
M01176,P2571,2,2,1,3.7,319,17,326,Diamond
M01176,P8652,2,0,1,4.94,363,29,245,Platinum
M01176,P3837,1,1,1,4.83,406,14,307,Platinum
M01176,P9545,1,1,0,4.86,352,22,377,Gold
M01177,P6804,1,0,3,6.72,312,8,299,Grandmaster
M01177,P7474,0,2,1,5.6,343,14,298,Platinum
M01177,P9663,3,2,2,6.81,314,22,290,Silver
M01177,P2126,2,1,0,9.36,378,18,276,Bronze
M01177,P3435,0,2,1,6.85,360,12,362,Gold
M01177,P8839,2,3,3,5.66,327,37,312,Silver
M01177,P7200,0,1,3,6.29,333,19,288,Gold
M01177,P7661,0,0,2,5.84,367,31,296,Gold
M01177,P6287,0,4,1,8.45,350,18,265,Iron
M01177,P3189,2,0,3,3.78,337,13,399,Diamond
M01178,P5477,0,2,2,8.31,336,27,263,Diamond
M01178,P9185,0,0,3,3.98,342,27,316,Silver
M01178,P5668,1,1,3,5.11,313,17,294,Platinum
M01178,P6782,1,2,3,2.75,320,0,384,Platinum
M01178,P8069,0,1,4,7.09,441,28,245,Diamond
M01178,P2523,0,1,0,4.72,366,19,279,Bronze
M01178,P8600,1,0,0,7.13,280,5,241,Silver
M01178,P1986,2,0,2,8.03,369,24,353,Gold
M01178,P6396,1,1,2,9.96,300,19,383,Gold
M01178,P7610,2,0,1,2.6,360,13,350,Platinum
M01179,P3695,2,1,3,4.64,355,34,395,Silver
M01179,P5885,2,1,3,5.55,296,25,303,Bronze
M01179,P1319,1,1,1,7.34,357,13,253,Diamond
M01179,P6651,2,0,3,9.37,427,27,305,Diamond
M01179,P3104,1,1,0,5.77,352,15,331,Challenger
M01179,P6810,0,3,2,4.6,343,14,294,Platinum
M01179,P4277,0,2,3,6.49,413,8,261,Master
M01179,P1032,1,2,2,7.56,357,28,296,Master
M01179,P8392,2,1,5,6.96,421,20,288,Iron
M01179,P8567,0,3,3,7.8,303,16,302,Silver
M01180,P4232,1,1,2,7.88,371,33,224,Diamond
M01180,P3710,1,3,2,9.64,343,24,308,Iron
M01180,P8621,1,0,1,7.11,346,18,300,Gold
M01180,P1151,0,0,4,4.63,334,4,331,Platinum
M01180,P8106,1,2,0,6.67,357,20,302,Silver
M01180,P7335,3,0,2,3.23,305,28,259,Bronze
M01180,P1703,2,0,2,6.86,339,14,311,Silver
M01180,P4400,3,1,3,6.55,424,26,245,Silver
M01180,P8171,0,1,1,6.17,374,10,397,Silver
M01180,P8121,0,4,2,10.37,418,18,280,Iron
M01181,P6189,0,1,2,4.22,298,19,289,Silver
M01181,P8998,1,1,4,5.4,359,24,261,Gold
M01181,P2001,2,1,1,5.54,259,30,282,Gold
M01181,P3835,1,0,0,4.49,371,10,298,Diamond
M01181,P5342,1,0,0,5.46,265,9,301,Platinum
M01181,P6100,2,0,1,4.05,398,15,319,Platinum
M01181,P2518,0,1,2,4.69,403,23,295,Silver
M01181,P5162,1,0,1,6.69,219,18,302,Diamond
M01181,P2803,1,1,0,4.14,270,25,327,Gold
M01181,P3533,1,0,1,7.3,372,32,331,Gold
M01182,P3431,0,2,0,7.89,421,16,260,Bronze
M01182,P2774,1,1,2,6.61,361,10,320,Platinum
M01182,P3480,0,1,2,4.01,285,7,306,Silver
M01182,P7540,1,0,1,6.02,311,19,272,Silver
M01182,P9232,2,2,4,4.29,340,25,307,Bronze
M01182,P2792,6,0,2,7.15,331,18,265,Diamond
M01182,P1478,0,1,3,2.87,321,18,284,Silver
M01182,P8803,2,0,1,8.32,390,29,253,Gold
M01182,P2100,0,1,1,7.27,348,12,267,Gold
M01182,P5452,1,1,2,5.37,340,11,313,Master
M01183,P9911,0,0,0,1.12,399,11,328,Silver
M01183,P4673,1,1,3,8.12,375,25,277,Platinum
M01183,P6661,3,1,0,7.36,345,17,256,Silver
M01183,P6606,2,1,4,5.47,346,22,259,Gold
M01183,P9237,1,1,2,6.58,234,11,296,Master
M01183,P1536,3,1,1,5.41,363,26,301,Challenger
M01183,P1401,2,3,3,3.72,362,16,203,Gold
M01183,P7268,0,1,5,4.52,289,24,289,Platinum
M01183,P3086,1,0,3,10.09,218,12,341,Platinum
M01183,P9493,3,0,2,7.92,263,12,336,Gold
M01184,P3512,1,0,1,6.8,353,16,291,Gold
M01184,P6667,1,1,2,5.51,302,33,327,Platinum
M01184,P8524,0,1,2,3.33,291,22,342,Gold
M01184,P9759,0,0,4,5.3,297,23,320,Silver
M01184,P2626,2,0,0,5.67,464,19,311,Diamond
M01184,P6493,1,1,6,4.6,261,26,274,Silver
M01184,P8324,0,0,2,7.41,347,22,266,Silver
M01184,P8627,2,0,3,9.1,286,14,286,Silver
M01184,P8883,1,0,2,7.21,371,7,296,Bronze
M01184,P9407,0,2,2,8.66,430,20,314,Gold
M01185,P9995,0,0,0,10.22,375,22,285,Silver
M01185,P8093,1,1,3,7.26,368,0,301,Gold
M01185,P8084,1,2,4,4.37,379,42,362,Gold
M01185,P4302,1,3,1,6.18,353,31,348,Platinum
M01185,P8908,0,1,1,3.9,302,26,329,Gold
M01185,P2334,0,1,3,3.81,344,11,264,Diamond
M01185,P2634,1,1,2,4.61,344,35,290,Gold
M01185,P6566,0,2,1,5.67,385,0,275,Platinum
M01185,P7044,1,0,1,4.78,318,21,293,Bronze
M01185,P4003,2,0,2,6.42,414,34,286,Gold
M01186,P6046,0,0,1,5.89,403,25,212,Gold
M01186,P5296,1,2,2,7.35,237,2,337,Diamond
M01186,P7447,1,1,5,4.92,409,8,304,Master
M01186,P8419,0,0,3,5.78,421,37,242,Platinum
M01186,P9073,2,0,2,6.67,350,23,293,Iron
M01186,P6214,0,1,2,7.16,325,15,216,Gold
M01186,P5735,1,0,1,8.05,283,4,362,Master
M01186,P8216,2,0,1,7.23,458,30,235,Master
M01186,P6108,1,0,2,3.3,397,20,238,Gold
M01186,P7109,0,0,1,7.14,385,14,285,Silver
M01187,P6360,4,2,2,2.61,429,1,356,Iron
M01187,P8956,1,2,3,4.47,357,22,280,Gold
M01187,P7005,2,1,1,7.28,363,20,232,Iron
M01187,P5551,1,0,1,3.24,328,18,297,Gold
M01187,P3732,0,1,2,7.14,352,37,364,Diamond
M01187,P9466,0,0,3,6.55,275,16,309,Silver
M01187,P2285,0,0,5,5.25,361,10,322,Silver
M01187,P9551,1,1,1,3.36,431,29,356,Gold
M01187,P3591,0,0,3,7.44,287,28,411,Gold
M01187,P8940,3,1,2,7.54,289,26,301,Bronze
M01188,P8336,1,1,3,1.06,314,24,248,Iron
M01188,P7864,1,1,3,9.64,284,7,309,Silver
M01188,P5683,2,0,2,4.52,309,5,306,Gold
M01188,P8767,0,0,3,4.21,447,22,304,Platinum
M01188,P5026,3,2,1,10.5,385,4,260,Gold
M01188,P7356,3,1,1,8.24,342,23,369,Platinum
M01188,P1008,1,1,1,3.25,360,29,306,Silver
M01188,P3413,2,0,3,5.03,213,20,294,Silver
M01188,P5323,1,0,1,8.95,341,33,333,Bronze
M01188,P7302,2,1,0,2.73,317,11,304,Master
M01189,P7587,1,0,3,7.16,319,33,380,Gold
M01189,P7056,0,2,3,4.95,365,2,280,Gold
M01189,P5055,2,3,3,6.99,275,13,276,Silver
M01189,P8476,1,0,1,6.35,293,40,220,Gold
M01189,P4466,1,0,2,7.4,447,21,312,Silver
M01189,P2912,1,3,2,4.88,258,7,200,Gold
M01189,P2013,0,1,2,4.92,371,23,279,Platinum
M01189,P9167,1,1,5,5.77,370,15,271,Gold
M01189,P8380,1,2,2,5.44,266,27,265,Gold
M01189,P1554,1,2,1,5.18,452,9,227,Platinum
M01190,P3350,1,0,1,8.28,443,22,356,Silver
M01190,P3745,4,0,2,9.74,336,31,256,Diamond
M01190,P2227,0,2,3,2.96,301,22,312,Gold
M01190,P6011,1,0,3,8.32,320,26,330,Gold
M01190,P5219,0,0,0,4.52,463,35,288,Platinum
M01190,P2690,0,0,3,8.26,400,30,342,Bronze
M01190,P6873,0,1,3,8.39,294,25,275,Bronze
M01190,P3306,0,3,3,8.15,348,19,298,Platinum
M01190,P1894,0,2,1,3.84,385,24,268,Diamond
M01190,P8663,1,0,4,7.42,279,34,282,Gold
M01191,P7736,0,0,3,6.98,338,22,295,Diamond
M01191,P8780,3,0,2,7.46,363,9,388,Diamond
M01191,P5702,1,2,0,3.79,391,22,303,Silver
M01191,P5445,3,1,1,7.4,302,17,259,Platinum
M01191,P8579,6,1,6,4.51,365,24,236,Platinum
M01191,P6259,0,4,1,5.99,330,29,246,Challenger
M01191,P1716,0,0,0,8.18,366,0,276,Gold
M01191,P2510,1,2,0,6.69,471,36,375,Platinum
